"Arm0","Arm1","Arm2","Arm3","Arm4","Arm5"
0,0,0,-89,-32,0
0,0,73,0,0,93
0,0,0,0,-11,0
0,58,90,0,15,0
-49,79,81,0,30,-98
-34,39,-37,38,-54,0
-41,-46,-18,0,0,0
62,-71,0,0,0,0
0,0,0,0,0,0
0,45,-68,0,-9,0
0,-60,0,0,0,0
0,-20,-54,0,0,0
0,-5,0,0,0,0
0,0,15,0,0,0
0,0,-81,-83,-37,0
17,0,4,73,57,0
0,0,-33,0,0,0
-35,0,-46,0,8,0
0,83,0,0,0,25
-9,13,0,0,0,0
0,0,-75,0,14,0
0,0,0,0,98,0
0,0,-64,0,-43,0
-50,-67,-98,0,-4,0
-87,19,0,0,67,-80
0,0,-55,0,0,0
0,-94,29,0,0,0
0,28,48,0,0,0
0,68,15,0,0,0
0,60,21,12,0,0
0,47,2,0,0,0
0,0,0,-11,0,0
0,-24,0,0,0,0
0,-52,0,0,0,-31
0,-32,71,0,0,0
0,19,4,0,0,0
0,0,94,0,0,80
-33,0,97,0,0,0
0,0,0,0,62,74
0,0,-85,0,17,0
0,0,-74,0,0,0
0,72,0,0,40,0
0,0,-15,0,84,0
0,0,12,0,-90,-44
47,0,-57,0,0,0
0,0,-60,0,0,0
0,0,0,0,0,0
0,0,-50,81,0,0
0,0,84,0,0,0
0,14,0,0,0,0
0,-56,-72,0,0,0
87,0,60,0,0,81
8,89,95,0,0,0
0,-48,0,0,0,0
0,32,0,0,0,0
99,83,0,0,-73,0
91,-31,-21,0,-87,0
0,-80,56,0,7,0
0,-57,0,0,-30,0
0,0,66,0,-52,0
12,0,14,0,57,0
0,0,76,0,66,0
0,0,-61,0,24,0
0,0,-49,0,0,0
0,-5,-42,0,0,0
0,-9,4,2,0,0
-52,0,68,0,0,0
0,0,83,0,0,0
0,0,0,0,-28,0
0,5,-55,0,83,0
0,0,-52,0,0,0
0,-45,-77,31,0,-59
0,-28,0,0,-6,0
0,17,-47,0,-12,0
0,0,-85,0,0,0
0,7,4,0,18,0
0,-54,37,0,-76,0
0,82,-62,0,19,0
0,45,5,0,55,0
0,0,57,0,-84,0
0,86,-6,0,-36,0
0,56,-4,-26,-4,0
0,0,80,0,0,0
0,0,42,0,0,0
0,0,28,0,0,0
0,0,-89,0,-30,0
3,0,33,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,26,0,98,0
0,0,0,0,0,0
0,0,84,0,0,0
0,0,0,0,83,0
0,0,-73,0,-47,0
0,-46,-24,0,0,0
0,1,-56,0,86,0
-8,0,62,0,75,0
0,0,-36,0,-54,0
0,41,80,0,58,0
0,80,89,0,51,0
-82,-51,87,0,0,0
0,0,40,0,0,0
0,0,0,0,0,0
0,62,0,0,0,0
0,0,0,0,0,0
0,85,-53,0,-7,0
0,0,-34,0,0,-46
0,-67,0,0,92,0
0,0,73,-73,-78,0
0,0,-7,74,0,-32
0,0,76,11,62,0
-11,0,0,0,0,0
0,72,0,0,-1,0
-36,93,0,0,86,0
66,0,-27,0,68,0
0,48,0,0,0,0
-98,0,94,0,-36,0
0,0,0,0,-76,0
-12,5,-64,0,-92,0
0,-94,0,0,0,0
97,39,0,-39,0,0
52,0,-78,0,0,0
0,9,9,0,0,40
-59,81,23,0,85,0
-4,8,0,0,0,0
0,-51,-63,-65,-74,0
0,44,37,0,64,0
0,0,-10,0,31,0
0,0,0,0,0,0
-60,0,78,0,19,0
0,0,0,0,0,0
0,0,44,0,0,0
-38,0,0,0,-61,89
0,0,-37,0,-84,0
0,0,0,0,0,0
0,0,56,0,-29,0
-12,21,19,0,-57,0
68,-39,-51,0,-70,0
0,99,-95,0,0,0
0,-75,69,0,0,0
0,0,0,0,0,-21
0,8,-12,0,91,0
0,-23,-6,0,0,0
-43,0,0,0,0,0
-74,-13,-71,0,0,0
0,41,91,0,-59,0
0,-15,-38,0,72,0
81,-54,0,62,57,0
0,33,46,0,83,0
-15,29,-82,0,0,0
56,0,0,0,-33,-4
0,0,33,88,0,0
0,0,21,0,-30,0
0,0,-39,0,40,0
-91,0,97,15,38,0
44,0,68,0,63,0
0,45,50,0,-69,0
11,-8,57,0,0,0
75,0,0,0,0,0
0,22,-84,0,0,0
-67,-99,-66,0,0,46
0,0,-40,0,0,0
0,-25,0,0,0,0
0,-29,97,0,12,83
0,0,0,0,0,0
77,-81,-76,0,0,0
0,0,23,-89,0,0
0,-44,49,0,0,0
-88,80,-3,0,35,0
0,-20,46,0,71,0
0,69,-87,0,0,-48
0,79,-13,0,86,0
0,68,0,0,85,0
0,0,0,0,62,0
0,0,23,0,-11,0
0,0,37,0,0,0
0,0,56,0,0,0
0,0,-82,0,0,0
-61,-49,82,0,0,0
36,0,90,0,0,0
0,-17,0,0,89,0
0,-8,-69,0,0,0
-33,47,64,0,0,0
96,0,74,0,0,0
0,0,-53,0,0,0
36,-56,-17,-83,-68,0
0,0,0,0,-49,0
0,0,0,0,61,0
15,0,-2,0,0,0
0,13,48,0,0,0
0,0,-56,0,0,0
0,0,-34,0,0,0
0,0,39,0,16,0
0,0,0,0,-89,0
0,-76,0,0,95,0
0,-21,99,0,0,-20
0,0,0,0,0,0
8,0,0,-80,0,0
0,0,92,0,0,0
0,0,-37,0,-90,0
-26,-11,-80,0,0,0
0,-100,-39,0,0,-45
0,0,-29,0,100,0
0,-78,2,0,0,0
67,0,0,0,-14,0
0,58,65,0,-19,0
0,54,20,0,-34,0
47,-4,-4,-35,94,18
0,0,-84,0,0,0
0,-98,92,0,48,0
-60,-59,0,0,-49,0
0,40,-36,-53,18,0
0,99,-98,0,0,0
0,57,-49,0,-82,0
0,75,88,0,0,0
0,-28,46,0,0,0
-82,0,63,0,0,32
0,-50,7,0,0,0
0,-17,0,0,0,0
0,0,49,0,0,0
0,0,-11,0,58,0
0,0,91,0,88,0
-13,0,0,0,8,0
0,0,-49,0,0,0
77,0,-36,0,80,0
0,0,-68,0,-40,0
37,-23,-5,0,0,0
0,-76,16,0,0,0
88,0,-65,0,-77,0
0,0,-9,0,-9,0
-82,-34,-54,0,-74,78
0,34,0,0,-43,0
0,93,-13,0,-81,0
0,-43,-3,0,0,0
0,55,19,0,0,0
-88,0,-70,0,0,0
0,-35,-84,0,0,38
-20,28,50,-77,-63,0
0,40,0,0,-52,0
67,0,-87,0,-83,0
0,-20,0,0,-53,0
67,-32,52,0,0,0
3,0,64,0,0,0
0,0,-38,0,0,0
0,0,0,0,0,0
0,0,-17,0,98,0
0,0,-97,0,-7,0
0,0,2,0,38,0
0,46,11,96,-39,0
0,0,92,0,0,0
0,0,-83,0,-95,0
0,0,27,0,-35,0
0,27,-56,0,0,0
0,0,-79,0,0,0
0,54,0,0,0,0
0,0,0,0,0,0
0,-6,66,0,0,-80
-45,0,-40,0,0,0
0,3,-57,0,0,0
0,0,11,-26,0,0
0,12,6,0,0,0
-60,5,0,0,0,0
0,0,69,0,0,0
-79,-94,0,0,0,0
-45,-28,-53,-52,0,0
0,0,48,0,-23,0
37,0,-71,0,60,0
43,0,0,0,16,0
-99,0,-62,0,0,0
-85,0,79,0,-9,0
0,0,-55,0,-72,-50
0,0,-31,0,0,0
-57,-52,-10,0,0,0
0,3,0,0,0,0
0,24,-10,0,0,0
-7,0,18,0,0,0
87,28,-44,0,0,0
0,0,0,0,32,0
0,-15,30,0,0,0
22,0,0,0,0,0
0,0,91,0,0,0
0,0,7,0,0,0
0,10,0,0,49,0
18,47,0,0,-99,0
0,-43,0,0,56,0
0,23,-54,0,0,37
15,0,-39,0,-75,0
-18,88,0,0,-24,-82
0,0,-88,0,84,38
58,0,0,-88,0,0
0,0,-10,0,0,0
0,0,58,0,0,0
0,0,23,0,0,0
0,71,84,0,62,0
54,0,-54,0,0,0
0,0,0,0,43,78
0,95,46,0,94,-18
0,-51,-14,0,0,0
0,0,0,0,-84,0
10,56,0,0,-11,0
0,0,57,0,-46,0
0,18,0,0,10,0
0,0,0,0,0,-86
99,63,-6,0,-50,0
62,-1,97,0,0,0
23,0,16,0,-56,0
0,0,88,0,85,0
0,-26,-27,0,86,0
0,43,-16,0,25,0
0,84,-17,0,0,0
-35,11,-30,0,0,0
0,0,-60,0,0,0
45,0,-1,0,0,0
0,0,0,0,0,0
0,0,14,0,0,0
0,0,-90,0,0,0
95,0,0,0,0,0
0,-93,73,0,-95,0
0,20,65,0,0,0
-70,30,-83,0,0,0
0,26,29,0,0,0
0,0,0,0,-79,-80
0,-52,-22,0,-71,0
0,0,100,0,-14,0
0,55,-48,0,0,0
0,0,99,0,14,0
0,0,0,0,-41,49
0,0,0,0,79,0
0,-84,0,0,0,0
-50,-61,0,0,0,0
5,-1,-74,0,0,0
0,52,0,0,0,0
-32,23,0,0,0,0
0,3,90,0,0,0
98,0,0,0,0,0
0,0,-51,0,0,0
0,0,0,0,69,0
88,0,18,0,0,0
0,0,37,0,-97,0
42,0,29,0,0,0
0,0,41,0,0,0
0,0,97,0,0,0
-39,0,-96,0,-86,0
0,0,19,0,-26,0
0,-51,59,0,32,0
19,0,0,0,100,0
0,0,24,0,5,0
0,0,29,0,0,0
0,-36,0,-64,0,0
0,0,69,0,0,0
-89,72,0,0,0,0
0,43,0,0,70,0
0,-37,0,0,0,0
0,45,33,0,0,0
-66,-33,60,0,0,0
0,0,0,-32,15,0
0,68,43,0,0,0
0,0,-54,0,-48,0
0,0,0,0,-82,0
40,0,0,0,32,0
0,0,66,0,-45,0
0,0,63,0,99,0
0,-64,-97,0,-41,0
0,0,-12,0,0,-6
0,0,0,0,-95,0
0,0,-89,0,0,0
0,60,0,0,0,0
0,0,45,0,0,-52
0,0,-71,0,0,0
-7,0,-46,0,74,72
0,5,0,0,0,0
0,0,0,0,-45,0
4,0,0,0,-100,0
-3,66,7,0,-23,0
-43,-2,0,0,0,0
0,0,0,0,22,0
-63,-75,47,0,0,0
0,10,92,0,0,0
0,79,-56,0,-95,0
0,-64,0,0,8,0
-81,0,99,0,-50,0
-72,0,-87,0,0,0
100,0,-43,0,-42,0
0,40,0,0,-12,0
-86,0,0,0,-89,0
0,0,7,0,0,13
0,0,0,0,0,0
-42,0,62,0,-34,0
-49,0,57,0,0,60
0,-66,40,0,0,0
0,-20,0,0,0,0
0,-87,-13,0,0,0
-6,99,0,0,-19,0
45,0,-32,0,-73,0
0,-93,0,0,0,0
0,26,-4,0,-84,0
32,-100,49,0,74,0
-23,0,-6,0,82,0
42,-30,0,0,53,0
0,69,0,0,70,0
0,-39,37,0,4,-23
0,-72,17,-91,60,0
0,74,84,94,-92,0
-13,0,-5,0,-62,-7
-24,0,-72,0,0,0
-27,3,0,0,0,49
0,0,0,0,0,2
50,-82,0,-1,0,0
10,0,-47,0,50,0
-53,0,-47,-6,-15,0
93,0,-25,0,0,0
-9,0,-85,0,26,0
23,67,0,0,10,0
0,0,0,0,-49,0
67,0,59,0,27,1
0,35,0,0,0,53
0,0,83,0,0,0
0,0,83,0,0,0
0,0,58,0,0,0
77,13,32,0,-33,0
85,0,-95,0,24,0
0,0,0,0,-42,0
-62,34,17,0,-54,0
-12,61,7,0,0,0
0,79,31,0,0,0
62,97,-75,0,47,0
0,0,0,0,0,0
-82,0,0,0,0,0
-83,0,-88,0,0,0
96,0,0,0,-93,0
0,0,99,0,0,0
80,0,0,0,-66,30
0,0,-78,0,0,0
0,0,0,0,-89,0
55,8,-59,0,-44,-37
-22,0,-56,0,-40,0
77,0,0,-99,0,0
88,0,0,0,-67,-75
-24,0,3,0,28,-51
0,74,0,0,-46,0
0,0,13,0,-36,0
76,-64,-10,0,-61,0
0,-60,-71,0,0,0
69,9,0,0,0,0
0,91,0,55,0,0
-16,36,2,0,0,0
33,0,-63,0,0,0
0,-63,-63,0,0,47
0,-50,0,0,0,0
29,0,66,0,27,0
-14,0,97,0,-83,0
78,0,27,-2,0,0
6,0,-97,0,-5,0
-22,0,0,0,-1,-84
0,0,0,54,0,0
-58,0,0,0,-75,0
-12,0,-55,0,-33,0
-78,0,44,0,-56,0
0,94,0,0,32,0
-1,2,0,0,20,75
7,0,0,0,-50,0
63,-81,0,0,0,0
0,58,-92,0,0,0
0,-76,-62,0,0,0
-54,62,-70,0,0,-78
0,0,64,0,0,0
12,46,0,0,-18,0
10,-85,93,0,0,0
0,0,-76,0,0,0
0,58,-82,0,0,0
18,-55,0,85,48,29
-65,-17,0,0,9,0
-90,0,42,0,0,0
-27,0,57,0,85,0
13,0,-55,0,28,0
-27,0,72,0,0,0
94,0,-9,0,69,0
0,39,75,0,-13,0
-69,0,34,0,74,-8
0,0,0,0,-60,0
0,0,-99,0,0,0
0,0,19,0,0,0
-31,0,-64,0,0,0
-26,-45,-66,0,0,0
0,48,-97,0,0,0
-38,0,0,0,0,0
31,49,-80,0,0,0
-42,-81,0,0,-69,0
70,60,-33,0,-41,23
-36,0,0,0,0,30
0,99,68,0,75,-12
22,0,0,0,52,0
-88,8,0,0,0,0
72,0,0,94,-15,0
-65,0,53,0,-14,0
0,0,-26,74,17,0
-5,0,-40,0,0,-63
-72,0,-5,0,0,-73
40,0,-96,0,21,0
-52,0,0,0,0,0
0,0,0,0,0,0
64,0,-34,0,0,0
98,0,0,0,16,0
97,0,-82,0,38,0
83,0,0,0,0,0
0,-31,0,0,0,0
0,62,55,0,0,0
46,0,73,0,0,0
0,90,81,0,0,0
74,-8,-63,0,71,0
6,0,46,0,60,0
0,94,-99,0,0,0
0,58,0,0,5,57
0,89,0,0,-8,0
28,-72,0,0,99,0
0,-71,-62,0,37,0
0,-5,-34,0,-3,0
-7,-99,0,0,-15,89
0,0,59,0,0,0
0,0,-8,0,0,0
69,0,0,0,0,0
0,0,0,0,0,0
26,0,0,0,-73,0
0,0,-99,0,0,0
32,-17,-91,0,0,0
0,7,0,0,0,86
0,0,22,13,0,0
29,0,-55,0,96,0
0,89,0,0,0,0
-83,0,-36,0,8,-27
20,-28,47,0,0,0
0,7,0,0,0,0
-3,-19,-13,0,23,0
77,33,-34,0,0,0
-18,-66,-37,0,-67,-12
77,0,-17,79,-20,0
0,100,40,0,0,0
77,-55,-14,0,0,0
0,-95,0,0,0,0
0,-46,-68,0,0,0
0,35,5,0,0,0
-5,0,-41,0,0,0
-69,0,-10,0,-64,0
0,0,0,0,0,-13
86,0,-34,0,0,0
83,0,86,0,0,-17
0,-66,-87,0,66,0
0,0,28,0,16,0
29,0,-45,0,0,-81
-11,-24,5,0,-18,0
0,-9,-35,0,84,0
19,-51,0,0,-40,0
0,-99,0,0,63,0
0,0,0,0,25,0
0,0,1,0,-96,0
0,78,0,0,-70,0
-23,-81,-80,0,0,0
0,-58,46,0,0,0
0,5,-97,0,0,0
0,8,97,0,0,0
61,0,0,0,0,0
0,83,79,0,0,31
0,-61,-51,81,57,1
-26,-86,98,0,-42,0
0,0,-73,-55,37,0
55,0,0,0,-19,0
0,-23,13,0,0,0
-42,0,4,0,20,0
90,0,80,0,18,0
-6,0,-52,0,60,0
-55,0,-47,0,0,0
-46,0,61,0,0,0
0,11,40,0,-45,0
-99,-88,-26,0,47,0
-46,0,0,0,90,0
-1,0,2,0,0,0
96,0,99,0,0,0
0,37,91,0,0,65
-79,-15,16,0,0,-58
-30,-15,-96,0,11,0
74,71,-87,0,0,-78
0,89,-69,0,23,0
-36,-86,-65,0,0,0
-74,66,-56,0,31,0
34,91,0,0,-99,-57
-46,40,-82,0,67,0
0,25,-45,0,-29,0
0,0,96,0,-52,0
44,0,0,0,0,0
0,0,58,0,83,-32
0,0,-77,0,45,0
-52,0,0,0,82,-93
-54,0,2,0,-45,0
-37,-52,-14,0,95,0
-78,-8,40,0,0,0
0,0,-50,48,-91,0
0,0,0,0,0,0
79,0,0,0,0,0
0,0,0,0,0,0
0,0,51,0,6,0
47,0,-96,0,0,0
39,0,-54,0,0,0
0,-77,0,0,-37,34
10,77,0,0,0,0
0,-99,0,44,58,0
57,-57,0,0,0,0
-77,93,-9,0,45,0
0,-49,-13,0,-23,0
39,-24,-40,0,0,0
53,-93,-21,0,-50,0
-96,0,0,0,-82,51
27,0,89,0,14,0
0,0,-74,0,73,0
-79,0,-56,0,0,0
-100,0,74,0,0,0
0,-43,-92,0,0,0
0,0,-73,17,58,0
28,0,21,0,-9,0
0,0,-26,0,0,0
-64,0,16,0,0,0
0,17,-15,0,0,0
0,0,54,-79,0,0
-25,-10,58,0,0,-57
35,53,77,0,0,-40
-32,9,38,0,0,-71
-37,0,0,0,0,0
0,0,5,24,-33,0
0,-81,-48,87,77,0
0,-100,-11,0,98,0
-81,20,15,0,39,0
83,75,-29,0,0,0
0,0,0,0,26,0
0,2,82,0,0,95
0,0,-66,0,0,0
42,0,-87,0,0,0
-49,0,0,0,0,0
-6,0,-1,-79,0,0
0,0,-20,0,0,0
-33,0,0,0,0,0
-85,20,-26,0,0,0
-45,2,53,0,0,55
0,27,0,0,-76,0
-66,0,0,0,-97,0
59,0,0,0,0,0
0,-85,67,0,0,0
-69,0,-6,0,0,0
-52,0,0,0,89,0
0,-49,10,0,-12,36
40,0,-98,0,-42,0
0,75,-36,0,56,0
0,-56,0,0,-80,55
-98,-84,-46,0,0,60
-70,-31,0,0,0,0
0,-75,0,0,0,0
-70,-8,0,0,-36,0
0,73,49,0,0,0
0,0,-89,0,0,0
-15,0,0,0,0,46
0,0,-55,-86,-100,0
0,0,-61,0,0,0
0,0,-26,94,-45,11
-12,0,20,0,-63,0
68,0,-52,0,0,0
0,0,0,0,-94,0
48,-78,-51,0,0,0
80,0,6,0,0,0
73,0,-67,0,39,0
-8,81,0,0,-17,0
-40,76,-41,0,-53,0
-76,74,34,-100,-36,0
-99,69,-60,0,0,0
-83,-93,80,31,0,0
14,0,-13,0,0,0
0,-38,0,0,0,0
-48,68,68,0,0,0
0,78,40,-80,0,0
-66,40,21,0,32,0
24,-37,31,0,-38,0
-12,35,15,0,-67,0
49,0,61,0,-32,-60
18,0,0,0,0,0
0,0,-28,0,0,0
0,0,0,0,11,0
-87,0,5,0,0,-82
-19,0,-9,0,-53,0
0,81,-59,0,-76,100
-79,0,-3,0,-11,0
58,0,-45,-21,-21,-32
-18,0,4,-39,53,0
0,-50,0,0,0,59
0,0,54,0,0,0
-37,-8,-72,0,0,0
66,0,-51,0,0,0
-53,12,0,0,0,0
-88,2,0,94,25,0
-36,-1,-17,0,0,0
72,73,0,0,-13,0
-95,-46,94,0,67,0
0,0,45,0,0,0
13,97,3,0,0,0
59,-24,32,0,-99,-68
0,-13,0,0,-30,0
0,0,-73,0,-85,0
-35,0,-76,-49,11,49
87,0,-88,0,28,0
0,0,0,0,71,5
-42,0,0,0,44,0
8,0,-96,0,-21,0
0,18,0,0,0,0
93,0,0,0,0,-61
39,0,-9,0,0,0
-46,-77,-4,0,0,0
0,0,-4,0,94,0
0,-46,0,0,0,0
0,69,39,0,0,0
20,0,-22,0,0,0
-61,23,-61,0,0,0
0,2,-7,0,-43,0
0,63,74,0,34,0
-37,28,0,0,20,0
0,-23,-48,38,97,1
0,-16,-96,0,35,0
89,-33,-50,0,79,0
0,-48,0,0,-27,0
22,14,92,33,-92,21
0,0,-1,0,-80,0
-7,0,0,0,99,0
-15,42,15,0,0,0
0,76,66,0,0,0
-20,0,19,0,0,0
0,-16,0,0,0,0
-67,0,0,-43,0,-82
74,0,47,0,64,0
-57,58,57,0,0,0
-10,0,36,0,0,0
0,0,0,0,0,0
14,-22,54,-16,0,0
-17,0,-47,0,0,0
0,0,84,0,0,0
0,75,0,0,-72,0
60,-2,0,-35,0,0
17,0,50,0,-15,0
-34,0,-27,0,-15,0
0,98,0,0,96,-82
-87,-54,0,0,77,0
91,-34,-34,0,58,0
-36,-90,5,0,0,0
2,-59,48,0,0,0
0,0,-91,0,0,0
-2,0,34,0,0,18
34,0,88,74,0,49
84,0,0,0,-26,0
0,0,-40,0,-50,0
6,0,-35,0,0,0
0,0,31,0,27,-85
44,0,0,0,60,0
-9,0,0,0,0,0
25,-33,22,0,0,0
86,91,-64,0,-75,-54
0,0,0,0,0,0
53,0,84,0,68,0
-8,0,-28,0,-60,0
-36,0,0,0,2,0
0,-48,0,0,90,0
0,-14,-54,0,82,0
-4,15,-51,0,0,0
16,4,0,0,0,74
0,73,0,0,0,0
89,-88,0,0,0,0
-30,50,-94,0,0,0
63,-48,-53,0,0,0
-98,0,84,0,-55,-94
100,0,-18,0,0,-72
58,0,0,0,0,0
-24,0,41,0,-49,0
0,0,40,0,54,0
13,0,-62,0,-87,0
65,0,48,-35,-96,0
0,0,28,-87,-68,0
-13,54,-4,0,-67,0
0,0,-69,0,1,0
0,38,0,0,67,0
51,0,62,0,-85,0
0,-77,-68,0,-46,39
-93,0,0,0,0,0
-22,36,10,0,0,-82
0,57,0,0,0,0
0,0,0,0,0,0
-75,58,-86,0,0,0
0,0,0,0,0,0
0,-41,64,0,0,0
8,24,20,0,0,5
0,43,-14,0,0,0
0,81,-53,0,0,0
-32,0,95,0,0,0
5,0,0,0,-32,0
0,0,-14,31,-85,0
75,0,0,0,-40,55
79,72,89,0,0,0
0,24,49,88,-49,-10
84,0,0,0,30,0
0,0,14,0,-51,0
0,0,0,0,0,0
-5,-66,-26,0,0,0
-66,0,0,0,0,0
6,-91,0,0,0,0
-43,77,-86,0,0,0
75,0,0,0,0,0
0,7,0,0,0,0
80,0,42,0,0,0
50,77,0,0,-86,-26
48,-23,44,0,-96,0
46,-6,0,0,-65,0
0,37,2,0,-66,0
65,-49,2,0,-57,-6
37,-76,-86,0,0,0
-4,96,0,0,44,0
49,0,0,0,-42,-83
5,0,0,0,34,0
44,0,27,0,0,-45
-93,0,36,0,74,0
-39,0,0,0,44,-81
0,0,-66,-83,0,-62
82,-40,27,0,0,66
74,0,67,0,0,93
0,0,-44,0,0,0
0,0,-46,0,0,0
5,79,-28,0,0,0
89,0,0,0,0,0
5,-26,0,0,62,0
-48,0,21,0,-41,0
0,-32,-94,0,0,0
-52,0,-80,0,0,0
0,0,0,0,2,0
9,0,67,0,-94,0
0,80,-98,0,15,0
0,0,0,0,-86,0
0,-94,52,0,0,0
0,-7,72,0,-64,0
-70,15,64,22,89,-76
-77,0,0,0,-78,97
0,0,3,0,0,0
38,0,-65,0,0,0
-97,0,0,0,0,0
64,0,0,0,0,0
-14,0,-62,0,0,0
0,0,0,0,15,0
1,0,67,0,0,-87
29,87,7,0,-27,0
12,0,56,0,-13,0
7,-92,-56,0,95,69
-45,0,0,0,-39,0
-4,0,32,0,-66,0
24,45,0,0,97,0
0,0,0,0,50,0
0,-84,0,0,0,0
-75,66,-19,0,-4,0
78,0,18,21,-67,0
13,25,0,-89,-20,0
3,-44,-49,0,-57,0
0,-63,-28,0,0,0
-55,-43,-81,0,0,0
-60,-4,-72,0,0,-99
0,0,-96,0,0,0
0,0,0,0,0,0
-44,0,0,0,99,0
-41,0,-86,0,0,0
0,0,-84,-32,68,-29
-17,-99,-95,0,0,0
-68,0,43,0,0,0
-73,0,58,-49,-70,0
0,0,0,0,0,0
0,-98,0,0,51,0
57,0,56,0,0,0
0,0,-92,0,36,-11
0,0,79,0,-61,0
70,-53,0,0,87,-49
9,0,-37,0,0,0
0,99,0,0,-79,-43
80,0,-85,0,0,0
30,50,-75,0,0,0
-14,-3,0,0,0,0
91,65,58,0,0,0
0,14,-61,-70,0,0
-33,68,13,0,-62,0
0,-43,-94,0,0,0
0,0,0,0,0,0
0,0,-29,0,84,0
-10,0,60,0,-13,0
35,0,0,0,-59,0
47,-39,-16,0,-9,0
-33,-14,-65,-4,0,0
0,0,0,0,0,-31
0,33,-21,0,-96,65
0,0,0,0,-65,0
94,0,49,0,-5,0
0,0,0,0,30,0
68,38,0,0,42,-16
77,-13,-39,0,0,0
82,-68,0,0,0,0
-14,62,79,0,0,0
0,-21,-83,0,0,0
-29,-25,-62,0,0,0
0,-56,0,0,0,0
0,-7,0,0,0,0
31,0,-95,0,0,0
-45,28,59,-95,0,0
33,-45,-85,0,0,0
55,-42,12,0,41,0
0,0,-82,0,-87,0
-57,0,0,0,0,0
-77,0,0,-50,7,0
-49,0,-71,0,-51,0
0,0,-16,0,-54,0
20,0,-28,0,-72,0
0,0,0,0,90,0
0,0,97,12,-30,-20
94,0,-95,0,0,0
-57,-97,76,0,0,0
-40,0,50,0,0,0
-31,0,0,0,0,0
0,-56,0,0,0,0
-28,0,0,0,0,0
0,0,23,0,33,-73
0,0,-22,0,0,0
0,37,26,0,0,0
56,38,-75,0,0,0
0,0,38,0,-54,0
0,1,47,0,-76,0
5,-24,0,0,14,0
10,100,86,0,0,-8
0,62,-90,0,-78,0
0,0,-83,0,80,0
58,0,0,0,0,0
13,0,-93,-70,10,0
14,0,67,0,35,0
100,0,90,-20,0,0
0,0,80,0,0,0
0,44,0,69,0,0
-69,0,15,0,-60,0
47,-29,0,0,0,0
0,0,0,0,-43,0
0,0,-89,-37,0,0
0,93,12,0,0,0
0,84,87,0,0,0
0,-43,87,0,0,0
0,0,0,0,0,0
0,-60,-39,0,82,0
0,-85,-86,0,-52,0
0,0,50,17,0,0
0,0,-94,0,0,0
37,0,-4,0,28,-24
-31,49,0,0,78,0
0,-23,0,0,-95,0
0,-71,0,-2,-17,0
-65,0,22,0,0,0
70,0,0,0,0,0
-89,0,23,0,0,0
0,-32,-71,0,0,0
-91,0,55,0,0,0
-91,0,-23,0,-75,0
0,-76,-59,0,0,0
59,-24,-94,0,0,0
-44,0,-27,0,0,49
0,55,-78,0,0,0
0,-1,0,0,-54,0
39,80,87,0,65,100
0,0,0,0,3,42
0,59,-65,0,-49,98
0,0,-76,0,37,50
-96,-22,0,0,26,0
25,96,0,0,-65,0
86,-32,51,0,24,0
-58,-3,0,0,13,0
33,57,0,0,0,0
-56,37,-95,0,0,0
-82,-52,49,0,0,86
0,31,43,0,0,0
46,0,0,0,0,0
0,0,0,45,0,0
16,0,91,0,67,0
-20,0,-38,39,67,0
72,0,26,0,-44,0
-54,0,-49,0,0,0
57,0,0,0,-1,0
0,0,-33,0,0,0
-26,-38,18,0,0,12
-8,0,0,0,0,0
-5,0,0,-15,60,0
-4,0,96,0,0,0
0,54,-100,-6,-12,0
56,23,-13,-31,0,0
-25,-49,-75,0,21,0
86,-20,-64,0,0,0
49,65,-40,0,0,-99
0,0,34,0,0,0
-31,-28,-44,0,0,0
43,69,-89,0,-61,0
-85,-54,0,0,0,0
0,-44,0,0,0,0
0,62,53,0,0,0
-44,0,0,0,-32,0
0,0,54,0,-11,0
0,0,87,0,82,62
0,0,-17,0,24,0
-6,29,54,0,0,53
95,0,-93,0,62,-7
34,-13,0,0,0,0
0,0,0,0,-80,0
0,-25,69,0,-5,13
47,0,-54,0,33,0
-49,77,0,0,-58,0
0,0,-39,0,0,0
0,0,-49,0,0,79
-48,-98,-41,73,0,36
88,67,-38,0,0,0
33,-36,62,0,0,0
30,0,-36,0,0,0
0,-18,-44,0,0,0
-77,0,-100,0,10,0
0,65,26,0,87,0
-62,0,-15,0,-6,-48
68,25,30,0,0,0
-52,84,30,0,-86,0
85,0,-29,0,21,83
-64,0,65,0,-12,0
0,0,0,0,0,0
77,0,70,0,1,0
80,0,22,0,-18,-14
65,0,-82,30,-59,0
31,0,0,0,-43,0
47,0,-95,0,0,0
0,0,0,0,0,0
0,0,78,0,0,0
0,-85,0,0,-29,-72
2,0,89,-86,0,0
-38,6,37,0,-17,0
41,-64,27,0,0,0
-72,-74,-43,0,0,0
15,-1,0,0,0,0
62,0,0,0,-72,0
-70,7,30,0,0,0
0,53,32,-27,0,65
0,98,0,0,0,79
0,52,60,0,89,0
-84,26,-52,-19,-43,0
-61,-52,-99,0,-6,0
-75,0,-4,0,-4,0
11,0,-99,0,-35,0
0,0,0,0,53,0
0,0,-37,0,0,0
0,0,63,0,0,0
-26,0,-82,0,0,0
-22,0,-100,0,0,0
99,-55,-96,0,-58,0
